Event,Version,Platform,Params,
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:22:49:775 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : 7957692104694880404},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:22:49:793 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : 7957692104694880404},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:22:50:022 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : 7957692104694880404},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:22:50:039 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : 7957692104694880404},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:22:50:039 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : 7957692104694880404},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:22:50:054 PM;  Object : Background;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : 7957692104694880404},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:22:50:105 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : 7957692104694880404},
Session,16,iPad,{ Stage Type : Pair (Repeated);  Subject ID : 1191603;  Fox Assistance : None;  Start Time : 09-Nov 15:22:50:871 PM;  Responsive Start Time : 09-Nov 15:22:52:253 PM;  Correct First Try? : Y;  Object : guitar;  Trial Type : C-NF;  Stage ID : 4350531172850781075;  End Time : 09-Nov 15:22:53:454 PM},
Object Category,16,iPad,{ Subject ID : 1191603;  Category : Left;  Object 1 : Objects/familiar/guitar/guitar_t_wood@2x.png;  Stage ID : 4350531172850781075},
Object Category,16,iPad,{ Subject ID : 1191603;  Category : Right;  Object 1 : Objects/novel/bok-choy/bok-choy_x_x@2x.png;  Stage ID : 4350531172850781075},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:22:53:309 PM;  Object : Choice 1;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : 4350531172850781075},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:22:53:309 PM;  Object : Choice 1;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : 4350531172850781075},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:22:53:310 PM;  Object : Choice 1;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : 4350531172850781075},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:22:53:310 PM;  Object : Choice 1;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : 4350531172850781075},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:22:53:310 PM;  Object : Choice 1;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : 4350531172850781075},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:22:53:422 PM;  Object : Choice 1;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : 4350531172850781075},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:22:53:453 PM;  Object : Choice 1;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : 4350531172850781075},
Session,16,iPad,{ Stage Type : Noise Playtime;  Subject ID : 1191603;  Start Time : 09-Nov 15:22:53:563 PM;  Responsive Start Time : 09-Nov 15:22:53:593 PM;  Object : guitar;  Stage ID : -7669374513873038444;  End Time : 09-Nov 15:23:05:087 PM},
Object Category,16,iPad,{ Subject ID : 1191603;  Category : Playtime Object;  Object 1 : Objects/familiar/guitar/guitar_t_wood@2x.png;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:22:57:590 PM;  Object : Object 6;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:00:255 PM;  Object : Object 5;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:00:271 PM;  Object : Object 6;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:00:280 PM;  Object : Object 6;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:00:280 PM;  Object : Fox;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:00:280 PM;  Object : Background;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:00:280 PM;  Object : Object 6;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:00:280 PM;  Object : Fox;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:00:639 PM;  Object : Background;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:00:639 PM;  Object : Object 3;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:01:021 PM;  Object : Object 6;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:01:052 PM;  Object : Object 6;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:01:052 PM;  Object : Object 5;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:01:455 PM;  Object : Object 5;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:01:455 PM;  Object : Object 5;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:01:455 PM;  Object : Object 6;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:01:821 PM;  Object : Background;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:01:856 PM;  Object : Background;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:02:711 PM;  Object : Background;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:02:711 PM;  Object : Object 5;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:03:108 PM;  Object : Background;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:03:109 PM;  Object : Object 5;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:03:109 PM;  Object : Object 5;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:03:109 PM;  Object : Object 5;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:03:561 PM;  Object : Object 5;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:03:561 PM;  Object : Background;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:03:562 PM;  Object : Object 5;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:03:611 PM;  Object : Object 5;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:03:671 PM;  Object : Object 5;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:04:006 PM;  Object : Background;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:04:007 PM;  Object : Background;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:04:007 PM;  Object : Object 5;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:04:020 PM;  Object : Object 5;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:04:458 PM;  Object : Object 6;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:04:467 PM;  Object : Object 6;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:04:468 PM;  Object : Object 6;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:04:821 PM;  Object : Object 4;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:04:831 PM;  Object : Object 6;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:04:907 PM;  Object : Object 6;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:04:933 PM;  Object : Object 4;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:05:086 PM;  Object : Next Button;  Subject ID : 1191603;  Stage ID : -7669374513873038444},
Session,16,iPad,{ Stage Type : Welcome;  Responsive Start Time : 09-Nov 15:23:05:200 PM;  Stage ID : 7462733038270124934;  Subject ID : 1191603;  Start Time : 09-Nov 15:23:05:200 PM;  End Time : 09-Nov 15:23:07:458 PM},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:05:255 PM;  Object : Background;  Subject ID : 1191603;  Stage ID : 7462733038270124934},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:05:255 PM;  Object : Background;  Subject ID : 1191603;  Stage ID : 7462733038270124934},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:05:255 PM;  Object : Background;  Subject ID : 1191603;  Stage ID : 7462733038270124934},
Session,16,iPad,{ Stage Type : Identify;  Subject ID : 1191603;  Fox Assistance : None;  Start Time : 09-Nov 15:23:07:559 PM;  Responsive Start Time : 09-Nov 15:23:09:404 PM;  Correct First Try? : Y;  Object : disk;  Stage ID : -3918377203973562471;  End Time : 09-Nov 15:23:10:655 PM},
Object Category,16,iPad,{ Subject ID : 1191603;  Category : Target Object;  Object 1 : Objects/novel/disk/disk_x_x@2x.png;  Stage ID : -3918377203973562471},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:09:475 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : -3918377203973562471},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:09:475 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : -3918377203973562471},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:09:475 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : -3918377203973562471},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:09:475 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : -3918377203973562471},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:09:475 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : -3918377203973562471},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:09:477 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : -3918377203973562471},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:09:621 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : -3918377203973562471},
Session,16,iPad,{ Stage Type : Pair (Repeated);  Subject ID : 1191603;  Fox Assistance : None;  Start Time : 09-Nov 15:23:10:717 PM;  Responsive Start Time : 09-Nov 15:23:12:504 PM;  Correct First Try? : Y;  Object : disk;  Trial Type : C-NN;  Stage ID : 4515653820871191183;  End Time : 09-Nov 15:23:13:222 PM},
Object Category,16,iPad,{ Subject ID : 1191603;  Category : Left;  Object 1 : Objects/novel/chestnut/chestnut_x_x@2x.png;  Stage ID : 4515653820871191183},
Object Category,16,iPad,{ Subject ID : 1191603;  Category : Right;  Object 1 : Objects/novel/disk/disk_x_x@2x.png;  Stage ID : 4515653820871191183},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:13:111 PM;  Object : Choice 2;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : 4515653820871191183},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:13:123 PM;  Object : Choice 2;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : 4515653820871191183},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:13:221 PM;  Object : Choice 2;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : 4515653820871191183},
Session,16,iPad,{ Stage Type : Welcome;  Responsive Start Time : 09-Nov 15:23:13:316 PM;  Stage ID : -8668504078739135092;  Subject ID : 1191603;  Start Time : 09-Nov 15:23:13:315 PM;  End Time : 09-Nov 15:23:17:191 PM},
Session,16,iPad,{ Stage Type : Identify;  Subject ID : 1191603;  Fox Assistance : None;  Start Time : 09-Nov 15:23:17:277 PM;  Responsive Start Time : 09-Nov 15:23:19:372 PM;  Correct First Try? : Y;  Object : shoe;  Stage ID : -5893696967251404137;  End Time : 09-Nov 15:23:20:788 PM},
Object Category,16,iPad,{ Subject ID : 1191603;  Category : Target Object;  Object 1 : Objects/familiar/shoe/shoe_x_x@2x.png;  Stage ID : -5893696967251404137},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:19:598 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : -5893696967251404137},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:19:598 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : -5893696967251404137},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:19:598 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : -5893696967251404137},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:19:624 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : -5893696967251404137},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:19:737 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : -5893696967251404137},
Session,16,iPad,{ Stage Type : Pair (New);  Subject ID : 1191603;  Fox Assistance : None;  Start Time : 09-Nov 15:23:20:838 PM;  Responsive Start Time : 09-Nov 15:23:22:371 PM;  Correct First Try? : Y;  Object : dulcimer;  Trial Type : NF;  Stage ID : 8353575764257325716;  End Time : 09-Nov 15:23:24:723 PM},
Object Category,16,iPad,{ Subject ID : 1191603;  Category : Left;  Object 1 : Objects/familiar/shoe/shoe_x_x@2x.png;  Stage ID : 8353575764257325716},
Object Category,16,iPad,{ Subject ID : 1191603;  Category : Right;  Object 1 : Objects/novel/dulcimer/dulcimer_x_x@2x.png;  Stage ID : 8353575764257325716},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:24:490 PM;  Object : Background;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : 8353575764257325716},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:24:613 PM;  Object : Background;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : 8353575764257325716},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:24:707 PM;  Object : Background;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : 8353575764257325716},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:24:723 PM;  Object : Choice 2;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : 8353575764257325716},
Session,16,iPad,{ Stage Type : Welcome;  Responsive Start Time : 09-Nov 15:23:24:821 PM;  Stage ID : -7926619647702154609;  Subject ID : 1191603;  Start Time : 09-Nov 15:23:24:820 PM;  End Time : 09-Nov 15:23:28:692 PM},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:24:863 PM;  Object : Background;  Subject ID : 1191603;  Stage ID : -7926619647702154609},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:24:863 PM;  Object : Background;  Subject ID : 1191603;  Stage ID : -7926619647702154609},
Session,16,iPad,{ Stage Type : Identify;  Subject ID : 1191603;  Fox Assistance : None;  Start Time : 09-Nov 15:23:28:805 PM;  Responsive Start Time : 09-Nov 15:23:30:404 PM;  Correct First Try? : Y;  Object : fig;  Stage ID : -6038022529448417898;  End Time : 09-Nov 15:23:31:622 PM},
Object Category,16,iPad,{ Subject ID : 1191603;  Category : Target Object;  Object 1 : Objects/novel/fig/fig_x_x@2x.png;  Stage ID : -6038022529448417898},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:30:282 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : -6038022529448417898},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:30:282 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : -6038022529448417898},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:30:298 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : -6038022529448417898},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:30:325 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : -6038022529448417898},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:30:326 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : -6038022529448417898},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:30:571 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : -6038022529448417898},
Session,16,iPad,{ Stage Type : Pair (New);  Subject ID : 1191603;  Fox Assistance : None;  Start Time : 09-Nov 15:23:31:673 PM;  Responsive Start Time : 09-Nov 15:23:33:172 PM;  Correct First Try? : Y;  Object : sieve;  Trial Type : NN;  Stage ID : -193450964978186093;  End Time : 09-Nov 15:23:35:072 PM},
Object Category,16,iPad,{ Subject ID : 1191603;  Category : Left;  Object 1 : Objects/novel/fig/fig_x_x@2x.png;  Stage ID : -193450964978186093},
Object Category,16,iPad,{ Subject ID : 1191603;  Category : Right;  Object 1 : Objects/novel/sieve/sieve_x_x@2x.png;  Stage ID : -193450964978186093},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:35:072 PM;  Object : Choice 2;  Fox Assistance : None;  Subject ID : 1191603;  Stage ID : -193450964978186093},
Session,16,iPad,{ Stage Type : Bubble Playtime;  Subject ID : 1191603;  Start Time : 09-Nov 15:23:35:182 PM;  Responsive Start Time : 09-Nov 15:23:36:586 PM;  Object : sieve;  Stage ID : -4695687746190455662;  End Time : 09-Nov 15:23:57:842 PM},
Object Category,16,iPad,{ Subject ID : 1191603;  Category : Playtime Object;  Object 1 : Objects/novel/sieve/sieve_x_x@2x.png;  Stage ID : -4695687746190455662},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:40:098 PM;  Object : Bubble;  Subject ID : 1191603;  Stage ID : -4695687746190455662},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:44:100 PM;  Object : Bubble;  Subject ID : 1191603;  Stage ID : -4695687746190455662},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:44:128 PM;  Object : Bubble;  Subject ID : 1191603;  Stage ID : -4695687746190455662},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:44:128 PM;  Object : Bubble;  Subject ID : 1191603;  Stage ID : -4695687746190455662},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:44:128 PM;  Object : Small Bubble;  Subject ID : 1191603;  Stage ID : -4695687746190455662},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:52:534 PM;  Object : Bubble;  Subject ID : 1191603;  Stage ID : -4695687746190455662},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:52:558 PM;  Object : Bubble;  Subject ID : 1191603;  Stage ID : -4695687746190455662},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:23:52:558 PM;  Object : Bubble;  Subject ID : 1191603;  Stage ID : -4695687746190455662},
Create Subject,16,iPad,{ Subject ID : 1191604},
Switch Subject,16,iPad,{ User ID : 1191604;  Subject ID : 1191604},
Session,16,iPad,{ Stage Type : Welcome;  Responsive Start Time : 09-Nov 15:32:25:958 PM;  Stage ID : -3411158099704876901;  Subject ID : 1191604;  Start Time : 09-Nov 15:32:25:957 PM;  End Time : 09-Nov 15:32:28:806 PM},
Session,16,iPad,{ Stage Type : Identify;  Subject ID : 1191604;  Fox Assistance : None;  Start Time : 09-Nov 15:32:28:919 PM;  Responsive Start Time : 09-Nov 15:32:30:419 PM;  Correct First Try? : Y;  Object : ball;  Stage ID : 6494767177899572124;  End Time : 09-Nov 15:32:33:269 PM},
Object Category,16,iPad,{ Subject ID : 1191604;  Category : Target Object;  Object 1 : Objects/familiar/ball/ball_x_x@2x.png;  Stage ID : 6494767177899572124},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:32:32:185 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1191604;  Stage ID : 6494767177899572124},
Session,16,iPad,{ Stage Type : Pair (New);  Subject ID : 1191604;  Fox Assistance : None;  Start Time : 09-Nov 15:32:33:313 PM;  Responsive Start Time : 09-Nov 15:32:35:552 PM;  Correct First Try? : Y;  Object : flower;  Trial Type : FF;  Stage ID : 5709845961744232588;  End Time : 09-Nov 15:32:36:052 PM},
Object Category,16,iPad,{ Subject ID : 1191604;  Category : Left;  Object 1 : Objects/familiar/flower/flower_x_x@2x.png;  Stage ID : 5709845961744232588},
Object Category,16,iPad,{ Subject ID : 1191604;  Category : Right;  Object 1 : Objects/familiar/ball/ball_x_x@2x.png;  Stage ID : 5709845961744232588},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:32:35:926 PM;  Object : Background;  Fox Assistance : None;  Subject ID : 1191604;  Stage ID : 5709845961744232588},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:32:35:926 PM;  Object : Background;  Fox Assistance : None;  Subject ID : 1191604;  Stage ID : 5709845961744232588},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:32:36:052 PM;  Object : Choice 1;  Fox Assistance : None;  Subject ID : 1191604;  Stage ID : 5709845961744232588},
Session,16,iPad,{ Stage Type : Bubble Playtime;  Subject ID : 1191604;  Start Time : 09-Nov 15:32:36:153 PM;  Responsive Start Time : 09-Nov 15:32:37:571 PM;  Object : flower;  Stage ID : -3396079762870252655;  End Time : 09-Nov 15:32:45:421 PM},
Object Category,16,iPad,{ Subject ID : 1191604;  Category : Playtime Object;  Object 1 : Objects/familiar/flower/flower_x_x@2x.png;  Stage ID : -3396079762870252655},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:32:38:493 PM;  Object : Bubble;  Subject ID : 1191604;  Stage ID : -3396079762870252655},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:32:39:406 PM;  Object : Bubble;  Subject ID : 1191604;  Stage ID : -3396079762870252655},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:32:39:453 PM;  Object : Bubble;  Subject ID : 1191604;  Stage ID : -3396079762870252655},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:32:39:621 PM;  Object : Small Bubble;  Subject ID : 1191604;  Stage ID : -3396079762870252655},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:32:39:687 PM;  Object : Small Bubble;  Subject ID : 1191604;  Stage ID : -3396079762870252655},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:32:40:289 PM;  Object : Background;  Subject ID : 1191604;  Stage ID : -3396079762870252655},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:32:40:606 PM;  Object : Small Bubble;  Subject ID : 1191604;  Stage ID : -3396079762870252655},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:32:40:620 PM;  Object : Small Bubble;  Subject ID : 1191604;  Stage ID : -3396079762870252655},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:32:40:860 PM;  Object : Background;  Subject ID : 1191604;  Stage ID : -3396079762870252655},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:32:41:158 PM;  Object : Background;  Subject ID : 1191604;  Stage ID : -3396079762870252655},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:32:41:439 PM;  Object : Small Bubble;  Subject ID : 1191604;  Stage ID : -3396079762870252655},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:32:41:470 PM;  Object : Small Bubble;  Subject ID : 1191604;  Stage ID : -3396079762870252655},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:32:41:723 PM;  Object : Background;  Subject ID : 1191604;  Stage ID : -3396079762870252655},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:32:42:040 PM;  Object : Background;  Subject ID : 1191604;  Stage ID : -3396079762870252655},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:32:42:354 PM;  Object : Background;  Subject ID : 1191604;  Stage ID : -3396079762870252655},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:32:42:706 PM;  Object : Background;  Subject ID : 1191604;  Stage ID : -3396079762870252655},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:32:43:040 PM;  Object : Bubble;  Subject ID : 1191604;  Stage ID : -3396079762870252655},
Interaction,16,iPad,{ Type : Touch;  Time Start : 09-Nov 15:32:43:356 PM;  Object : Background;  Subject ID : 1191604;  Stage ID : -3396079762870252655},
